Date,Closing Price,Return
112/06/15,591.00,0.00169
112/06/16,589.00,-0.00338
112/06/19,583.00,-0.01019
112/06/20,583.00,0.0
112/06/21,581.00,-0.00343
112/06/26,574.00,-0.01205
112/06/27,572.00,-0.00348
112/06/28,574.00,0.0035
112/06/29,573.00,-0.00174
112/06/30,576.00,0.00524
112/07/03,579.00,0.00521
112/07/04,585.00,0.01036
112/07/05,582.00,-0.00513
112/07/06,565.00,-0.02921
112/07/07,565.00,0.0
112/07/10,565.00,0.0
112/07/11,577.00,0.02124
112/07/12,578.00,0.00173
112/07/13,585.00,0.01211
112/07/14,591.00,0.01026
112/07/17,591.00,0.0
112/07/18,581.00,-0.01692
112/07/19,581.00,0.0
112/07/20,579.00,-0.00344
112/07/21,560.00,-0.03282
112/07/24,558.00,-0.00357
112/07/25,569.00,0.01971
112/07/26,566.00,-0.00527
112/07/27,569.00,0.0053
112/07/28,567.00,-0.00351
112/07/31,565.00,-0.00353
112/08/01,567.00,0.00354
112/08/02,561.00,-0.01058
112/08/04,554.00,-0.01248
112/08/07,558.00,0.00722
112/08/08,552.00,-0.01075
112/08/09,554.00,0.00362
112/08/10,551.00,-0.00542
112/08/11,546.00,-0.00907
112/08/14,541.00,-0.00916
112/08/15,542.00,0.00185
112/08/16,542.00,0.0
112/08/17,544.00,0.00369
112/08/18,539.00,-0.00919
112/08/21,537.00,-0.00371
112/08/22,541.00,0.00745
112/08/23,552.00,0.02033
112/08/24,564.00,0.02174
112/08/25,546.00,-0.03191
112/08/28,549.00,0.00549
112/08/29,552.00,0.00546
112/08/30,555.00,0.00543
112/08/31,549.00,-0.01081
112/09/01,548.00,-0.00182
112/09/04,557.00,0.01642
112/09/05,552.00,-0.00898
112/09/06,550.00,-0.00362
112/09/07,542.00,-0.01455
112/09/08,539.00,-0.00554
112/09/11,536.00,-0.00557
112/09/12,544.00,0.01493
112/09/13,541.00,-0.00551
112/09/14,550.00,0.01664
112/09/15,558.00,0.01455
112/09/18,540.00,-0.03226
112/09/19,538.00,-0.0037
112/09/20,535.00,-0.00558
112/09/21,527.00,-0.01495
112/09/22,522.00,-0.00949
112/09/25,525.00,0.00575
112/09/26,519.00,-0.01143
112/09/27,522.00,0.00578
112/09/28,523.00,0.00192
112/10/02,533.00,0.01912
112/10/03,529.00,-0.0075
112/10/04,520.00,-0.01701
112/10/05,528.00,0.01538
112/10/06,532.00,0.00758
112/10/11,544.00,0.02256
112/10/12,550.00,0.01103
112/10/13,553.00,0.00545
112/10/16,545.00,-0.01447
112/10/17,551.00,0.01101
112/10/18,540.00,-0.01996
112/10/19,546.00,0.01111
112/10/20,556.00,0.01832
112/10/23,544.00,-0.02158
112/10/24,544.00,0.0
112/10/25,544.00,0.0
112/10/26,531.00,-0.0239
112/10/27,533.00,0.00377
112/10/30,532.00,-0.00188
112/10/31,529.00,-0.00564
112/11/01,528.00,-0.00189
112/11/02,547.00,0.03598
112/11/03,549.00,0.00366
112/11/06,550.00,0.00182
112/11/07,555.00,0.00909
112/11/08,556.00,0.0018
112/11/09,557.00,0.0018
112/11/10,557.00,0.0
112/11/13,571.00,0.02513
112/11/14,572.00,0.00175
112/11/15,581.00,0.01573
112/11/16,583.00,0.00344
112/11/17,580.00,-0.00515
112/11/20,577.00,-0.00517
112/11/21,585.00,0.01386
112/11/22,577.00,-0.01368
112/11/23,578.00,0.00173
112/11/24,575.00,-0.00519
112/11/27,568.00,-0.01217
112/11/28,575.00,0.01232
112/11/29,574.00,-0.00174
112/11/30,577.00,0.00523
112/12/01,579.00,0.00347
112/12/04,574.00,-0.00864
112/12/05,570.00,-0.00697
112/12/06,570.00,0.0
112/12/07,566.00,-0.00702
112/12/08,570.00,0.00707
112/12/11,574.00,0.00702
112/12/12,578.00,0.00697
112/12/13,577.00,-0.00173
112/12/14,582.00,0.00867
112/12/15,585.00,0.00515
112/12/18,585.00,0.0
112/12/19,585.00,0.0
112/12/20,585.00,0.0
112/12/21,577.00,-0.01368
112/12/22,582.00,0.00867
112/12/25,581.00,-0.00172
112/12/26,586.00,0.00861
112/12/27,592.00,0.01024
112/12/28,593.00,0.00169
112/12/29,593.00,0.0
